Year,Country,Receiver,Reg,Giver,GiverReg,Score
2006,Ireland,Ireland (R),W,Spain,S,0
2006,United Kingdom,United Kingdom (R),W,Spain,S,0
2006,Denmark,Denmark (R),N,Andorra,S,0
2006,Finland,Finland (R),N,Andorra,S,10
2006,Norway,Norway (R),N,Andorra,S,0
2006,Sweden,Sweden (R),N,Andorra,S,8
2006,Denmark,Denmark (R),N,Cyprus,S,0
2006,Finland,Finland (R),N,Cyprus,S,5
2006,Norway,Norway (R),N,Cyprus,S,0
2006,Sweden,Sweden (R),N,Cyprus,S,0
2006,Denmark,Denmark (R),N,Greece,S,0
2006,Finland,Finland (R),N,Greece,S,12
2006,Norway,Norway (R),N,Greece,S,2
2006,Sweden,Sweden (R),N,Greece,S,0
2006,Denmark,Denmark (R),N,Malta,S,0
2006,Finland,Finland (R),N,Malta,S,7
2006,Norway,Norway (R),N,Malta,S,0
2006,Sweden,Sweden (R),N,Malta,S,6
2006,Denmark,Denmark (R),N,Portugal,S,0
2006,Finland,Finland (R),N,Portugal,S,6
2006,Norway,Norway (R),N,Portugal,S,0
2006,Sweden,Sweden (R),N,Portugal,S,8
2006,Denmark,Denmark (R),N,Spain,S,0
2006,Finland,Finland (R),N,Spain,S,10
2006,Norway,Norway (R),N,Spain,S,0
2006,Sweden,Sweden (R),N,Spain,S,6
2006,Armenia,Armenia (R),A,Belgium,W,12
2006,Israel,Israel (R),A,Belgium,W,0
2006,Russia,Russia (R),A,Belgium,W,3
2006,Turkey,Turkey (R),A,Belgium,W,7
2006,Armenia,Armenia (R),A,France,W,10
2006,Israel,Israel (R),A,France,W,4
2006,Russia,Russia (R),A,France,W,2
2006,Turkey,Turkey (R),A,France,W,12
2006,Armenia,Armenia (R),A,Ireland,W,0
2006,Israel,Israel (R),A,Ireland,W,0
2006,Russia,Russia (R),A,Ireland,W,5
2006,Turkey,Turkey (R),A,Ireland,W,0
2006,Armenia,Armenia (R),A,Monaco,W,0
2006,Israel,Israel (R),A,Monaco,W,0
2006,Russia,Russia (R),A,Monaco,W,0
2006,Turkey,Turkey (R),A,Monaco,W,0
2006,Armenia,Armenia (R),A,Netherlands,W,10
2006,Israel,Israel (R),A,Netherlands,W,0
2006,Russia,Russia (R),A,Netherlands,W,2
2006,Turkey,Turkey (R),A,Netherlands,W,12
2006,Armenia,Armenia (R),A,United Kingdom,W,0
2006,Israel,Israel (R),A,United Kingdom,W,0
2006,Russia,Russia (R),A,United Kingdom,W,1
2006,Turkey,Turkey (R),A,United Kingdom,W,3
2006,Latvia,Latvia (R),E,Belgium,W,0
2006,Lithuania,Lithuania (R),E,Belgium,W,4
2006,Moldova,Moldova (R),E,Belgium,W,0
2006,Ukraine,Ukraine (R),E,Belgium,W,0
2006,Latvia,Latvia (R),E,France,W,0
2006,Lithuania,Lithuania (R),E,France,W,0
2006,Moldova,Moldova (R),E,France,W,0
2006,Ukraine,Ukraine (R),E,France,W,0
2006,Latvia,Latvia (R),E,Ireland,W,4
2006,Lithuania,Lithuania (R),E,Ireland,W,12
2006,Moldova,Moldova (R),E,Ireland,W,0
2006,Ukraine,Ukraine (R),E,Ireland,W,1
2006,Latvia,Latvia (R),E,Monaco,W,8
2006,Lithuania,Lithuania (R),E,Monaco,W,7
2006,Moldova,Moldova (R),E,Monaco,W,0
2006,Ukraine,Ukraine (R),E,Monaco,W,2
2006,Latvia,Latvia (R),E,Netherlands,W,0
2006,Lithuania,Lithuania (R),E,Netherlands,W,6
2006,Moldova,Moldova (R),E,Netherlands,W,0
2006,Ukraine,Ukraine (R),E,Netherlands,W,1
2006,Latvia,Latvia (R),E,United Kingdom,W,2
2006,Lithuania,Lithuania (R),E,United Kingdom,W,10
2006,Moldova,Moldova (R),E,United Kingdom,W,0
2006,Ukraine,Ukraine (R),E,United Kingdom,W,0
2006,Romania,Romania (R),CE,Belgium,W,2
2006,Romania,Romania (R),CE,France,W,7
2006,Romania,Romania (R),CE,Ireland,W,6
2006,Romania,Romania (R),CE,Monaco,W,0
2006,Romania,Romania (R),CE,Netherlands,W,0
2006,Romania,Romania (R),CE,United Kingdom,W,6
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Belgium,W,6
2006,Croatia,Croatia (R),SE,Belgium,W,0
2006,Macedonia,Macedonia (R),SE,Belgium,W,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,France,W,6
2006,Croatia,Croatia (R),SE,France,W,0
2006,Macedonia,Macedonia (R),SE,France,W,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Ireland,W,2
2006,Croatia,Croatia (R),SE,Ireland,W,0
2006,Macedonia,Macedonia (R),SE,Ireland,W,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Monaco,W,12
2006,Croatia,Croatia (R),SE,Monaco,W,4
2006,Macedonia,Macedonia (R),SE,Monaco,W,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Netherlands,W,8
2006,Croatia,Croatia (R),SE,Netherlands,W,0
2006,Macedonia,Macedonia (R),SE,Netherlands,W,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,United Kingdom,W,0
2006,Croatia,Croatia (R),SE,United Kingdom,W,0
2006,Macedonia,Macedonia (R),SE,United Kingdom,W,0
2006,Germany,Germany (R),C,Belgium,W,1
2006,Switzerland,Switzerland (R),C,Belgium,W,0
2006,Germany,Germany (R),C,France,W,0
2006,Switzerland,Switzerland (R),C,France,W,0
2006,Germany,Germany (R),C,Ireland,W,3
2006,Switzerland,Switzerland (R),C,Ireland,W,0
2006,Germany,Germany (R),C,Monaco,W,0
2006,Switzerland,Switzerland (R),C,Monaco,W,6
2006,Germany,Germany (R),C,Netherlands,W,3
2006,Switzerland,Switzerland (R),C,Netherlands,W,0
2006,Germany,Germany (R),C,United Kingdom,W,5
2006,Switzerland,Switzerland (R),C,United Kingdom,W,0
2006,Greece,Greece (R),S,Belgium,W,10
2006,Malta,Malta (R),S,Belgium,W,0
2006,Spain,Spain (R),S,Belgium,W,0
2006,Greece,Greece (R),S,France,W,5
2006,Malta,Malta (R),S,France,W,0
2006,Spain,Spain (R),S,France,W,0
2006,Greece,Greece (R),S,Ireland,W,0
2006,Malta,Malta (R),S,Ireland,W,0
2006,Spain,Spain (R),S,Ireland,W,0
2006,Greece,Greece (R),S,Monaco,W,0
2006,Malta,Malta (R),S,Monaco,W,0
2006,Spain,Spain (R),S,Monaco,W,0
2006,Greece,Greece (R),S,Netherlands,W,5
2006,Malta,Malta (R),S,Netherlands,W,0
2006,Spain,Spain (R),S,Netherlands,W,0
2006,Greece,Greece (R),S,United Kingdom,W,7
2006,Malta,Malta (R),S,United Kingdom,W,0
2006,Spain,Spain (R),S,United Kingdom,W,0
2006,France,France (R),W,Belgium,W,0
2006,Ireland,Ireland (R),W,Belgium,W,0
2006,United Kingdom,United Kingdom (R),W,Belgium,W,0
2006,Ireland,Ireland (R),W,France,W,1
2006,United Kingdom,United Kingdom (R),W,France,W,0
2006,France,France (R),W,Ireland,W,0
2006,United Kingdom,United Kingdom (R),W,Ireland,W,8
2006,France,France (R),W,Monaco,W,3
2006,Ireland,Ireland (R),W,Monaco,W,10
2006,United Kingdom,United Kingdom (R),W,Monaco,W,0
2006,France,France (R),W,Netherlands,W,0
2006,Ireland,Ireland (R),W,Netherlands,W,4
2006,United Kingdom,United Kingdom (R),W,Netherlands,W,0
2006,France,France (R),W,United Kingdom,W,0
2006,Ireland,Ireland (R),W,United Kingdom,W,8
2006,Denmark,Denmark (R),N,Belgium,W,0
2006,Finland,Finland (R),N,Belgium,W,8
2006,Norway,Norway (R),N,Belgium,W,0
2006,Sweden,Sweden (R),N,Belgium,W,5
2006,Denmark,Denmark (R),N,France,W,0
2006,Finland,Finland (R),N,France,W,8
2006,Norway,Norway (R),N,France,W,0
2006,Sweden,Sweden (R),N,France,W,3
2006,Denmark,Denmark (R),N,Ireland,W,0
2006,Finland,Finland (R),N,Ireland,W,10
2006,Norway,Norway (R),N,Ireland,W,0
2006,Sweden,Sweden (R),N,Ireland,W,7
2006,Denmark,Denmark (R),N,Monaco,W,0
2006,Finland,Finland (R),N,Monaco,W,0
2006,Norway,Norway (R),N,Monaco,W,1
2006,Sweden,Sweden (R),N,Monaco,W,5
2006,Denmark,Denmark (R),N,Netherlands,W,0
2006,Finland,Finland (R),N,Netherlands,W,7
2006,Norway,Norway (R),N,Netherlands,W,0
2006,Sweden,Sweden (R),N,Netherlands,W,0
2006,Denmark,Denmark (R),N,United Kingdom,W,0
2006,Finland,Finland (R),N,United Kingdom,W,12
2006,Norway,Norway (R),N,United Kingdom,W,0
2006,Sweden,Sweden (R),N,United Kingdom,W,4
2006,Armenia,Armenia (R),A,Denmark,N,0
2006,Israel,Israel (R),A,Denmark,N,0
2006,Russia,Russia (R),A,Denmark,N,2
2006,Turkey,Turkey (R),A,Denmark,N,0
2006,Armenia,Armenia (R),A,Finland,N,0
2006,Israel,Israel (R),A,Finland,N,0
2006,Russia,Russia (R),A,Finland,N,12
2006,Turkey,Turkey (R),A,Finland,N,0
2006,Armenia,Armenia (R),A,Iceland,N,0
2006,Israel,Israel (R),A,Iceland,N,0
2006,Russia,Russia (R),A,Iceland,N,5
2006,Turkey,Turkey (R),A,Iceland,N,0
2006,Armenia,Armenia (R),A,Norway,N,0
2006,Israel,Israel (R),A,Norway,N,0
2006,Russia,Russia (R),A,Norway,N,3
2006,Turkey,Turkey (R),A,Norway,N,0
2006,Armenia,Armenia (R),A,Sweden,N,0
2006,Israel,Israel (R),A,Sweden,N,0
2006,Russia,Russia (R),A,Sweden,N,7
2006,Turkey,Turkey (R),A,Sweden,N,0
2006,Latvia,Latvia (R),E,Denmark,N,0
2006,Lithuania,Lithuania (R),E,Denmark,N,7
2006,Moldova,Moldova (R),E,Denmark,N,0
2006,Ukraine,Ukraine (R),E,Denmark,N,0
2006,Latvia,Latvia (R),E,Finland,N,0
2006,Lithuania,Lithuania (R),E,Finland,N,8
2006,Moldova,Moldova (R),E,Finland,N,0
2006,Ukraine,Ukraine (R),E,Finland,N,2
2006,Latvia,Latvia (R),E,Iceland,N,0
2006,Lithuania,Lithuania (R),E,Iceland,N,10
2006,Moldova,Moldova (R),E,Iceland,N,0
2006,Ukraine,Ukraine (R),E,Iceland,N,6
2006,Latvia,Latvia (R),E,Norway,N,0
2006,Lithuania,Lithuania (R),E,Norway,N,5
2006,Moldova,Moldova (R),E,Norway,N,0
2006,Ukraine,Ukraine (R),E,Norway,N,0
2006,Latvia,Latvia (R),E,Sweden,N,0
2006,Lithuania,Lithuania (R),E,Sweden,N,3
2006,Moldova,Moldova (R),E,Sweden,N,0
2006,Ukraine,Ukraine (R),E,Sweden,N,1
2006,Romania,Romania (R),CE,Denmark,N,6
2006,Romania,Romania (R),CE,Finland,N,6
2006,Romania,Romania (R),CE,Iceland,N,2
2006,Romania,Romania (R),CE,Norway,N,4
2006,Romania,Romania (R),CE,Sweden,N,6
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Denmark,N,8
2006,Croatia,Croatia (R),SE,Denmark,N,0
2006,Macedonia,Macedonia (R),SE,Denmark,N,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Finland,N,10
2006,Croatia,Croatia (R),SE,Finland,N,0
2006,Macedonia,Macedonia (R),SE,Finland,N,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Iceland,N,3
2006,Croatia,Croatia (R),SE,Iceland,N,0
2006,Macedonia,Macedonia (R),SE,Iceland,N,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Norway,N,8
2006,Croatia,Croatia (R),SE,Norway,N,0
2006,Macedonia,Macedonia (R),SE,Norway,N,0
2006,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Sweden,N,10
2006,Croatia,Croatia (R),SE,Sweden,N,0
2006,Macedonia,Macedonia (R),SE,Sweden,N,0
2006,Germany,Germany (R),C,Denmark,N,3
2006,Switzerland,Switzerland (R),C,Denmark,N,0
2006,Germany,Germany (R),C,Finland,N,0
2006,Switzerland,Switzerland (R),C,Finland,N,0
2006,Germany,Germany (R),C,Iceland,N,0
2006,Switzerland,Switzerland (R),C,Iceland,N,0
2006,Germany,Germany (R),C,Norway,N,1
2006,Switzerland,Switzerland (R),C,Norway,N,0
2006,Germany,Germany (R),C,Sweden,N,0
2006,Switzerland,Switzerland (R),C,Sweden,N,0
2006,Greece,Greece (R),S,Denmark,N,0
2006,Malta,Malta (R),S,Denmark,N,0
2006,Spain,Spain (R),S,Denmark,N,0
2006,Greece,Greece (R),S,Finland,N,1
2006,Malta,Malta (R),S,Finland,N,0
2006,Spain,Spain (R),S,Finland,N,0
2006,Greece,Greece (R),S,Iceland,N,0
2006,Malta,Malta (R),S,Iceland,N,0
2006,Spain,Spain (R),S,Iceland,N,0
2006,Greece,Greece (R),S,Norway,N,0
2006,Malta,Malta (R),S,Norway,N,0
2006,Spain,Spain (R),S,Norway,N,0
2006,Greece,Greece (R),S,Sweden,N,4
2006,Malta,Malta (R),S,Sweden,N,0
2006,Spain,Spain (R),S,Sweden,N,0
2006,France,France (R),W,Denmark,N,0
2006,Ireland,Ireland (R),W,Denmark,N,5
2006,United Kingdom,United Kingdom (R),W,Denmark,N,4
2006,France,France (R),W,Finland,N,0
2006,Ireland,Ireland (R),W,Finland,N,4
2006,United Kingdom,United Kingdom (R),W,Finland,N,0
2006,France,France (R),W,Iceland,N,0
2006,Ireland,Ireland (R),W,Iceland,N,1
2006,United Kingdom,United Kingdom (R),W,Iceland,N,0
2006,France,France (R),W,Norway,N,0
2006,Ireland,Ireland (R),W,Norway,N,7
2006,United Kingdom,United Kingdom (R),W,Norway,N,2
2006,France,France (R),W,Sweden,N,0
2006,Ireland,Ireland (R),W,Sweden,N,5
2006,United Kingdom,United Kingdom (R),W,Sweden,N,0
2006,Finland,Finland (R),N,Denmark,N,12
2006,Norway,Norway (R),N,Denmark,N,1
2006,Sweden,Sweden (R),N,Denmark,N,10
2006,Denmark,Denmark (R),N,Finland,N,3
2006,Norway,Norway (R),N,Finland,N,5
2006,Sweden,Sweden (R),N,Finland,N,7
2006,Denmark,Denmark (R),N,Iceland,N,8
2006,Finland,Finland (R),N,Iceland,N,12
2006,Norway,Norway (R),N,Iceland,N,4
2006,Sweden,Sweden (R),N,Iceland,N,7
2006,Denmark,Denmark (R),N,Norway,N,6
2006,Finland,Finland (R),N,Norway,N,12
2006,Sweden,Sweden (R),N,Norway,N,10
2006,Denmark,Denmark (R),N,Sweden,N,8
2006,Finland,Finland (R),N,Sweden,N,12
2006,Norway,Norway (R),N,Sweden,N,2
2007,Georgia,Georgia (R),A,Armenia,A,5
2007,Russia,Russia (R),A,Armenia,A,12
2007,Turkey,Turkey (R),A,Armenia,A,0
2007,Armenia,Armenia (R),A,Georgia,A,12
2007,Russia,Russia (R),A,Georgia,A,7
2007,Turkey,Turkey (R),A,Georgia,A,2
2007,Armenia,Armenia (R),A,Israel,A,5
2007,Georgia,Georgia (R),A,Israel,A,6
2007,Russia,Russia (R),A,Israel,A,8
2007,Turkey,Turkey (R),A,Israel,A,0
2007,Armenia,Armenia (R),A,Russia,A,10
2007,Georgia,Georgia (R),A,Russia,A,7
2007,Turkey,Turkey (R),A,Russia,A,2
2007,Armenia,Armenia (R),A,Turkey,A,12
2007,Georgia,Georgia (R),A,Turkey,A,5
2007,Russia,Russia (R),A,Turkey,A,8
2007,Belarus,Belarus (R),E,Armenia,A,10
2007,Latvia,Latvia (R),E,Armenia,A,0
2007,Lithuania,Lithuania (R),E,Armenia,A,0
2007,Moldova,Moldova (R),E,Armenia,A,3
2007,Ukraine,Ukraine (R),E,Armenia,A,6
2007,Belarus,Belarus (R),E,Georgia,A,8
2007,Latvia,Latvia (R),E,Georgia,A,0
2007,Lithuania,Lithuania (R),E,Georgia,A,0
2007,Moldova,Moldova (R),E,Georgia,A,3
2007,Ukraine,Ukraine (R),E,Georgia,A,10
2007,Belarus,Belarus (R),E,Israel,A,12
2007,Latvia,Latvia (R),E,Israel,A,0
2007,Lithuania,Lithuania (R),E,Israel,A,0
2007,Moldova,Moldova (R),E,Israel,A,4
2007,Ukraine,Ukraine (R),E,Israel,A,10
2007,Belarus,Belarus (R),E,Russia,A,12
2007,Latvia,Latvia (R),E,Russia,A,0
2007,Lithuania,Lithuania (R),E,Russia,A,0
2007,Moldova,Moldova (R),E,Russia,A,6
2007,Ukraine,Ukraine (R),E,Russia,A,8
2007,Belarus,Belarus (R),E,Turkey,A,0
2007,Latvia,Latvia (R),E,Turkey,A,0
2007,Lithuania,Lithuania (R),E,Turkey,A,0
2007,Moldova,Moldova (R),E,Turkey,A,7
2007,Ukraine,Ukraine (R),E,Turkey,A,3
2007,Bulgaria,Bulgaria (R),CE,Armenia,A,4
2007,Hungary,Hungary (R),CE,Armenia,A,0
2007,Romania,Romania (R),CE,Armenia,A,0
2007,Bulgaria,Bulgaria (R),CE,Georgia,A,0
2007,Hungary,Hungary (R),CE,Georgia,A,5
2007,Romania,Romania (R),CE,Georgia,A,0
2007,Bulgaria,Bulgaria (R),CE,Israel,A,0
2007,Hungary,Hungary (R),CE,Israel,A,0
2007,Romania,Romania (R),CE,Israel,A,7
2007,Bulgaria,Bulgaria (R),CE,Russia,A,4
2007,Hungary,Hungary (R),CE,Russia,A,0
2007,Romania,Romania (R),CE,Russia,A,1
2007,Bulgaria,Bulgaria (R),CE,Turkey,A,6
2007,Hungary,Hungary (R),CE,Turkey,A,0
2007,Romania,Romania (R),CE,Turkey,A,2
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Armenia,A,1
2007,Macedonia,Macedonia (R),SE,Armenia,A,0
2007,Serbia,Serbia (R),SE,Armenia,A,7
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Georgia,A,0
2007,Macedonia,Macedonia (R),SE,Georgia,A,1
2007,Serbia,Serbia (R),SE,Georgia,A,6
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Israel,A,0
2007,Macedonia,Macedonia (R),SE,Israel,A,0
2007,Serbia,Serbia (R),SE,Israel,A,3
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Russia,A,0
2007,Macedonia,Macedonia (R),SE,Russia,A,0
2007,Serbia,Serbia (R),SE,Russia,A,5
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Turkey,A,10
2007,Macedonia,Macedonia (R),SE,Turkey,A,1
2007,Serbia,Serbia (R),SE,Turkey,A,0
2007,Germany,Germany (R),C,Armenia,A,0
2007,Slovenia,Slovenia (R),C,Armenia,A,0
2007,Germany,Germany (R),C,Georgia,A,0
2007,Slovenia,Slovenia (R),C,Georgia,A,0
2007,Germany,Germany (R),C,Israel,A,0
2007,Slovenia,Slovenia (R),C,Israel,A,0
2007,Germany,Germany (R),C,Russia,A,0
2007,Slovenia,Slovenia (R),C,Russia,A,3
2007,Germany,Germany (R),C,Turkey,A,0
2007,Slovenia,Slovenia (R),C,Turkey,A,0
2007,Greece,Greece (R),S,Armenia,A,8
2007,Spain,Spain (R),S,Armenia,A,0
2007,Greece,Greece (R),S,Georgia,A,4
2007,Spain,Spain (R),S,Georgia,A,0
2007,Greece,Greece (R),S,Israel,A,1
2007,Spain,Spain (R),S,Israel,A,2
2007,Greece,Greece (R),S,Russia,A,0
2007,Spain,Spain (R),S,Russia,A,0
2007,Greece,Greece (R),S,Turkey,A,4
2007,Spain,Spain (R),S,Turkey,A,0
2007,France,France (R),W,Armenia,A,2
2007,Ireland,Ireland (R),W,Armenia,A,0
2007,United Kingdom,United Kingdom (R),W,Armenia,A,0
2007,France,France (R),W,Georgia,A,0
2007,Ireland,Ireland (R),W,Georgia,A,0
2007,United Kingdom,United Kingdom (R),W,Georgia,A,0
2007,France,France (R),W,Israel,A,0
2007,Ireland,Ireland (R),W,Israel,A,0
2007,United Kingdom,United Kingdom (R),W,Israel,A,0
2007,France,France (R),W,Russia,A,0
2007,Ireland,Ireland (R),W,Russia,A,0
2007,United Kingdom,United Kingdom (R),W,Russia,A,0
2007,France,France (R),W,Turkey,A,0
2007,Ireland,Ireland (R),W,Turkey,A,0
2007,United Kingdom,United Kingdom (R),W,Turkey,A,0
2007,Finland,Finland (R),N,Armenia,A,0
2007,Sweden,Sweden (R),N,Armenia,A,0
2007,Finland,Finland (R),N,Georgia,A,0
2007,Sweden,Sweden (R),N,Georgia,A,0
2007,Finland,Finland (R),N,Israel,A,0
2007,Sweden,Sweden (R),N,Israel,A,0
2007,Finland,Finland (R),N,Russia,A,0
2007,Sweden,Sweden (R),N,Russia,A,0
2007,Finland,Finland (R),N,Turkey,A,0
2007,Sweden,Sweden (R),N,Turkey,A,0
2007,Armenia,Armenia (R),A,Belarus,E,5
2007,Georgia,Georgia (R),A,Belarus,E,6
2007,Russia,Russia (R),A,Belarus,E,12
2007,Turkey,Turkey (R),A,Belarus,E,0
2007,Armenia,Armenia (R),A,Estonia,E,0
2007,Georgia,Georgia (R),A,Estonia,E,5
2007,Russia,Russia (R),A,Estonia,E,12
2007,Turkey,Turkey (R),A,Estonia,E,0
2007,Armenia,Armenia (R),A,Latvia,E,0
2007,Georgia,Georgia (R),A,Latvia,E,6
2007,Russia,Russia (R),A,Latvia,E,7
2007,Turkey,Turkey (R),A,Latvia,E,0
2007,Armenia,Armenia (R),A,Lithuania,E,0
2007,Georgia,Georgia (R),A,Lithuania,E,12
2007,Russia,Russia (R),A,Lithuania,E,6
2007,Turkey,Turkey (R),A,Lithuania,E,0
2007,Armenia,Armenia (R),A,Moldova,E,2
2007,Georgia,Georgia (R),A,Moldova,E,4
2007,Russia,Russia (R),A,Moldova,E,8
2007,Turkey,Turkey (R),A,Moldova,E,1
2007,Armenia,Armenia (R),A,Ukraine,E,5
2007,Georgia,Georgia (R),A,Ukraine,E,8
2007,Russia,Russia (R),A,Ukraine,E,10
2007,Turkey,Turkey (R),A,Ukraine,E,1
2007,Latvia,Latvia (R),E,Belarus,E,0
2007,Lithuania,Lithuania (R),E,Belarus,E,2
2007,Moldova,Moldova (R),E,Belarus,E,8
2007,Ukraine,Ukraine (R),E,Belarus,E,10
2007,Belarus,Belarus (R),E,Estonia,E,7
2007,Latvia,Latvia (R),E,Estonia,E,10
2007,Lithuania,Lithuania (R),E,Estonia,E,0
2007,Moldova,Moldova (R),E,Estonia,E,0
2007,Ukraine,Ukraine (R),E,Estonia,E,8
2007,Belarus,Belarus (R),E,Latvia,E,8
2007,Lithuania,Lithuania (R),E,Latvia,E,10
2007,Moldova,Moldova (R),E,Latvia,E,0
2007,Ukraine,Ukraine (R),E,Latvia,E,12
2007,Belarus,Belarus (R),E,Lithuania,E,7
2007,Latvia,Latvia (R),E,Lithuania,E,10
2007,Moldova,Moldova (R),E,Lithuania,E,2
2007,Ukraine,Ukraine (R),E,Lithuania,E,8
2007,Belarus,Belarus (R),E,Moldova,E,10
2007,Latvia,Latvia (R),E,Moldova,E,0
2007,Lithuania,Lithuania (R),E,Moldova,E,0
2007,Ukraine,Ukraine (R),E,Moldova,E,7
2007,Belarus,Belarus (R),E,Ukraine,E,12
2007,Latvia,Latvia (R),E,Ukraine,E,0
2007,Lithuania,Lithuania (R),E,Ukraine,E,0
2007,Moldova,Moldova (R),E,Ukraine,E,7
2007,Bulgaria,Bulgaria (R),CE,Belarus,E,0
2007,Hungary,Hungary (R),CE,Belarus,E,0
2007,Romania,Romania (R),CE,Belarus,E,0
2007,Bulgaria,Bulgaria (R),CE,Estonia,E,1
2007,Hungary,Hungary (R),CE,Estonia,E,4
2007,Romania,Romania (R),CE,Estonia,E,0
2007,Bulgaria,Bulgaria (R),CE,Latvia,E,2
2007,Hungary,Hungary (R),CE,Latvia,E,5
2007,Romania,Romania (R),CE,Latvia,E,1
2007,Bulgaria,Bulgaria (R),CE,Lithuania,E,0
2007,Hungary,Hungary (R),CE,Lithuania,E,4
2007,Romania,Romania (R),CE,Lithuania,E,0
2007,Bulgaria,Bulgaria (R),CE,Moldova,E,3
2007,Hungary,Hungary (R),CE,Moldova,E,0
2007,Romania,Romania (R),CE,Moldova,E,12
2007,Bulgaria,Bulgaria (R),CE,Ukraine,E,3
2007,Hungary,Hungary (R),CE,Ukraine,E,0
2007,Romania,Romania (R),CE,Ukraine,E,2
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Belarus,E,0
2007,Macedonia,Macedonia (R),SE,Belarus,E,0
2007,Serbia,Serbia (R),SE,Belarus,E,7
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Estonia,E,0
2007,Macedonia,Macedonia (R),SE,Estonia,E,0
2007,Serbia,Serbia (R),SE,Estonia,E,0
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Latvia,E,0
2007,Macedonia,Macedonia (R),SE,Latvia,E,0
2007,Serbia,Serbia (R),SE,Latvia,E,3
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Lithuania,E,0
2007,Macedonia,Macedonia (R),SE,Lithuania,E,0
2007,Serbia,Serbia (R),SE,Lithuania,E,0
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Moldova,E,0
2007,Macedonia,Macedonia (R),SE,Moldova,E,0
2007,Serbia,Serbia (R),SE,Moldova,E,5
2007,Bosnia-Herzegovina,Bosnia-Herzegovina (R),SE,Ukraine,E,0
2007,Macedonia,Macedonia (R),SE,Ukraine,E,0
2007,Serbia,Serbia (R),SE,Ukraine,E,6
2007,Germany,Germany (R),C,Belarus,E,0
2007,Slovenia,Slovenia (R),C,Belarus,E,4
2007,Germany,Germany (R),C,Estonia,E,3
2007,Slovenia,Slovenia (R),C,Estonia,E,0
2007,Germany,Germany (R),C,Latvia,E,0
2007,Slovenia,Slovenia (R),C,Latvia,E,4
2007,Germany,Germany (R),C,Lithuania,E,0
2007,Slovenia,Slovenia (R),C,Lithuania,E,1
2007,Germany,Germany (R),C,Moldova,E,0
2007,Slovenia,Slovenia (R),C,Moldova,E,0
2007,Germany,Germany (R),C,Ukraine,E,0
2007,Slovenia,Slovenia (R),C,Ukraine,E,4
2007,Greece,Greece (R),S,Belarus,E,3
2007,Spain,Spain (R),S,Belarus,E,0
2007,Greece,Greece (R),S,Estonia,E,0
2007,Spain,Spain (R),S,Estonia,E,0
2007,Greece,Greece (R),S,Latvia,E,0
2007,Spain,Spain (R),S,Latvia,E,0
2007,Greece,Greece (R),S,Lithuania,E,0
2007,Spain,Spain (R),S,Lithuania,E,0
2007,Greece,Greece (R),S,Moldova,E,6
2007,Spain,Spain (R),S,Moldova,E,0
2007,Greece,Greece (R),S,Ukraine,E,0
2007,Spain,Spain (R),S,Ukraine,E,0
2007,France,France (R),W,Belarus,E,0
2007,Ireland,Ireland (R),W,Belarus,E,0
2007,United Kingdom,United Kingdom (R),W,Belarus,E,0
2007,France,France (R),W,Estonia,E,2
2007,Ireland,Ireland (R),W,Estonia,E,0
2007,United Kingdom,United Kingdom (R),W,Estonia,E,0
2007,France,France (R),W,Latvia,E,0
2007,Ireland,Ireland (R),W,Latvia,E,0
2007,United Kingdom,United Kingdom (R),W,Latvia,E,0
2007,France,France (R),W,Lithuania,E,3
2007,Ireland,Ireland (R),W,Lithuania,E,0
2007,United Kingdom,United Kingdom (R),W,Lithuania,E,0
2007,France,France (R),W,Moldova,E,0
2007,Ireland,Ireland (R),W,Moldova,E,0
2007,United Kingdom,United Kingdom (R),W,Moldova,E,0
2007,France,France (R),W,Ukraine,E,0
2007,Ireland,Ireland (R),W,Ukraine,E,0
2007,United Kingdom,United Kingdom (R),W,Ukraine,E,0
2007,Finland,Finland (R),N,Belarus,E,1
2007,Sweden,Sweden (R),N,Belarus,E,0
